row_id,order_id,customer_id,customer_name,product_id,product_name,category,sub_category,state,segment,ship_mode,sales,quantity,delivery_duration,estimated_shipping_cost,is_delayed,is_returned,return_risk_score,risk_level,recommended_action
352,CA-2016-129714,AB-10060,Adam Bellavance,OFF-BI-10002160,Acco Hanging Data Binders,Office Supplies,Binders,New York,Home Office,First Class,3.048,1,2,2,0,0,0.006401515349335884,Low,Standard processing
4404,CA-2014-127936,CL-12565,Clay Ludtke,OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,Art,New York,Consumer,First Class,21.24,3,2,6,0,0,0.013326619313718077,Low,Standard processing
453,CA-2016-166674,RB-19360,Raymond Buch,TEC-PH-10002365,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,Technology,Phones,New York,Consumer,Second Class,35.12,4,2,8,0,0,0.008317183188039586,Low,Standard processing
8222,CA-2014-120775,RD-19930,Russell D'Ascenzo,OFF-FA-10000254,Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,Texas,Consumer,Standard Class,15.072,4,4,40,0,0,0.009178111954692583,Low,Standard processing
2268,CA-2017-137470,TP-21415,Tom Prescott,OFF-PA-10002001,Xerox 1984,Office Supplies,Paper,Washington,Consumer,Same Day,12.96,2,0,10,0,0,0.2682025460017931,Low,Standard processing
5743,US-2017-147886,DH-13075,Dave Hallsten,OFF-PA-10003651,Xerox 1968,Office Supplies,Paper,California,Corporate,First Class,26.72,4,3,28,0,1,0.01320019809794037,Low,Standard processing
429,CA-2017-152275,KH-16630,Ken Heidel,OFF-AR-10000369,Design Ebony Sketching Pencil,Office Supplies,Art,Texas,Corporate,Standard Class,6.672,6,7,60,1,0,0.008730782952656018,Low,Standard processing
8306,CA-2016-128671,MT-18070,Michelle Tran,OFF-PA-10001870,Xerox 202,Office Supplies,Paper,Oklahoma,Home Office,Standard Class,32.4,5,5,50,0,1,0.011190456558040126,Low,Standard processing
7396,CA-2016-110975,DB-12970,Darren Budd,FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,New York,Corporate,Standard Class,313.176,2,5,4,0,0,0.005977202234079534,Low,Standard processing
3433,CA-2017-148264,LF-17185,Luke Foster,OFF-PA-10003651,Xerox 1968,Office Supplies,Paper,California,Consumer,First Class,60.12,9,1,63,0,0,0.011323815289785948,Low,Standard processing
6046,CA-2015-113215,CP-12085,Cathy Prescott,FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,Arizona,Corporate,Standard Class,238.152,3,5,21,0,0,0.7595754349535497,High,Review before fulfilment
1988,CA-2015-127509,AS-10090,Adam Shillingsburg,OFF-BI-10002393,Binder Posts,Office Supplies,Binders,Missouri,Consumer,Standard Class,17.22,3,4,6,0,0,0.007748485986827644,Low,Standard processing
9026,CA-2016-102127,VP-21760,Victoria Pisteka,TEC-AC-10000397,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",Technology,Accessories,New York,Corporate,Standard Class,139.96,4,6,8,1,0,0.009453417276944041,Low,Standard processing
9200,CA-2014-103310,GM-14680,Greg Matthias,FUR-CH-10002320,Hon Pagoda Stacking Chairs,Furniture,Chairs,California,Consumer,Standard Class,256.784,1,5,7,0,0,0.010620606764210222,Low,Standard processing
1993,CA-2017-133648,ML-17755,Max Ludwig,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,Oregon,Home Office,Standard Class,71.04,6,7,36,1,0,0.6148534161484417,High,Review before fulfilment
2195,CA-2016-128412,AP-10915,Arthur Prichep,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,Washington,Consumer,Standard Class,35.1,3,7,15,1,0,0.011447570294615258,Low,Standard processing
8892,CA-2016-162159,CR-12625,Corey Roper,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,Georgia,Home Office,First Class,121.78,2,2,14,0,1,0.014413496070293836,Low,Standard processing
735,CA-2017-131954,DS-13030,Darrin Sayre,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,Washington,Home Office,Standard Class,99.696,6,4,30,0,0,0.008802518690857726,Low,Standard processing
4668,CA-2016-116547,KB-16585,Ken Black,TEC-AC-10002335,Logitech Media Keyboard K200,Technology,Accessories,Washington,Corporate,Standard Class,69.98,2,7,10,1,1,0.008977525340716627,Low,Standard processing
4887,CA-2016-163167,RF-19345,Randy Ferguson,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,Georgia,Corporate,Second Class,182.67,3,3,21,0,0,0.7463928359196936,High,Review before fulfilment
4755,CA-2017-126354,SC-20380,Shahid Collister,OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,Florida,Consumer,Standard Class,3.882,2,5,12,0,0,0.007847312081069188,Low,Standard processing
7983,CA-2014-113383,SF-20065,Sandra Flanagan,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings,New Jersey,Consumer,First Class,254.9,5,3,15,0,0,0.011431658176711,Low,Standard processing
1908,US-2016-150567,RP-19855,Roy Phan,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,Florida,Corporate,Standard Class,27.018,6,4,36,0,0,0.582597830334608,Medium,Monitor order
8661,CA-2017-124765,HZ-14950,Henia Zydlo,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,Florida,Consumer,Standard Class,723.92,5,5,30,0,0,0.010013623451243117,Low,Standard processing
581,CA-2015-132906,CC-12145,Charles Crestani,OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,California,Consumer,Standard Class,51.52,4,4,28,0,0,0.011625656085268913,Low,Standard processing
433,US-2016-123750,RB-19795,Ross Baird,OFF-ST-10000617,Woodgrain Magazine Files by Perma,Office Supplies,Storage,North Carolina,Home Office,Standard Class,4.768,2,6,12,1,0,0.0053757956039132224,Low,Standard processing
743,US-2016-146710,SS-20875,Sung Shariari,OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,Texas,Consumer,Standard Class,51.52,5,5,50,0,0,0.00815509112606215,Low,Standard processing
9114,CA-2014-132010,MA-17995,Michelle Arnett,OFF-BI-10002432,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,Virginia,Home Office,First Class,15.18,3,2,27,0,0,0.6102001041498121,High,Review before fulfilment
447,CA-2017-154214,TB-21595,Troy Blackwell,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings,Indiana,Consumer,Second Class,2.91,1,5,2,0,1,0.006017227908275317,Low,Standard processing
5570,CA-2017-157966,SU-20665,Stephanie Ulpright,OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,Illinois,Home Office,Same Day,15.552,3,0,12,0,0,0.004872627056415564,Low,Standard processing
2966,CA-2017-137428,AY-10555,Andy Yotov,FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Furniture,Furnishings,California,Corporate,Second Class,18.96,2,5,14,0,1,0.9119517341501215,High,Review before fulfilment
7351,CA-2017-142125,JB-15400,Jennifer Braxton,OFF-BI-10003460,Acco 3-Hole Punch,Office Supplies,Binders,Wisconsin,Corporate,Standard Class,21.9,5,6,25,1,0,0.010272429968619384,Low,Standard processing
8376,CA-2015-158701,JL-15175,James Lanier,OFF-BI-10001294,Fellowes Binding Cases,Office Supplies,Binders,California,Home Office,Standard Class,56.16,6,5,42,0,0,0.8879150855401957,High,Review before fulfilment
1340,CA-2017-100524,CM-12115,Chad McGuire,OFF-PA-10004911,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper,New York,Consumer,Second Class,75.04,8,2,16,0,0,0.7754554702006764,High,Review before fulfilment
7854,CA-2015-144890,SM-20320,Sean Miller,OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,California,Home Office,Standard Class,9.96,2,4,14,0,0,0.012924506106562416,Low,Standard processing
9379,CA-2016-117625,GM-14500,Gene McClure,OFF-EN-10001535,Grip Seal Envelopes,Office Supplies,Envelopes,Illinois,Consumer,Standard Class,7.072,2,5,8,0,0,0.30197828355404954,Medium,Monitor order
5233,CA-2017-124436,SA-20830,Sue Ann Reed,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,California,Consumer,Second Class,27.496,7,3,49,0,0,0.669928108378922,High,Review before fulfilment
8740,US-2017-131961,MJ-17740,Max Jones,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,Pennsylvania,Consumer,First Class,83.988,2,3,6,0,0,0.7428305395603073,High,Review before fulfilment
8087,CA-2017-120894,JL-15130,Jack Lebron,OFF-AP-10000252,Harmony HEPA Quiet Air Purifiers,Office Supplies,Appliances,North Carolina,Consumer,Standard Class,28.08,3,4,18,0,0,0.010453441785518408,Low,Standard processing
6468,CA-2016-163804,DB-13270,Deborah Brumfield,OFF-ST-10000142,Deluxe Rollaway Locking File with Drawer,Office Supplies,Storage,Rhode Island,Home Office,Standard Class,2079.4,5,6,35,1,0,0.013070090607980806,Low,Standard processing
972,CA-2014-115791,DL-13315,Delfina Latchford,TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,Pennsylvania,Consumer,Second Class,124.2,3,2,9,0,0,0.005602028669408407,Low,Standard processing
5917,US-2015-126977,PF-19120,Peter Fuller,OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,New York,Consumer,Standard Class,94.6,4,6,8,1,0,0.00736047973001829,Low,Standard processing
1764,CA-2016-110254,ML-17755,Max Ludwig,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,Virginia,Home Office,Standard Class,35.06,2,4,18,0,0,0.010557910490991975,Low,Standard processing
2133,CA-2015-156524,DL-12865,Dan Lawera,OFF-PA-10003883,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,New York,Consumer,Standard Class,19.65,3,6,6,1,0,0.008446089082987935,Low,Standard processing
6946,CA-2016-106243,GM-14680,Greg Matthias,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,New York,Consumer,Standard Class,523.92,5,4,10,0,0,0.00902179881342453,Low,Standard processing
6828,CA-2016-118689,TC-20980,Tamara Chand,OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,Indiana,Corporate,Standard Class,735.98,2,7,4,1,0,0.007753430375820341,Low,Standard processing
8757,CA-2016-114307,MF-17665,Maureen Fritzler,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,Maryland,Corporate,Standard Class,37.68,2,4,14,0,1,0.013074222599602026,Low,Standard processing
7676,CA-2017-133487,TS-21655,Trudy Schmidt,OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,California,Consumer,Second Class,152.94,3,3,21,0,0,0.012252704680670343,Low,Standard processing
487,CA-2017-140963,MT-18070,Michelle Tran,TEC-PH-10001924,iHome FM Clock Radio with Lightning Dock,Technology,Phones,California,Home Office,First Class,279.96,5,3,35,0,1,0.9017527990864035,High,Review before fulfilment
2252,CA-2015-116092,JM-16195,Justin MacKendrick,OFF-PA-10000477,Xerox 22,Office Supplies,Paper,California,Consumer,Second Class,19.44,3,3,21,0,1,0.013375115057554962,Low,Standard processing
1463,CA-2016-152289,LC-16930,Linda Cazamias,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,Texas,Corporate,First Class,159.984,2,2,20,0,0,0.005839200143889011,Low,Standard processing
9074,CA-2016-142524,MB-18085,Mick Brown,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,Missouri,Consumer,Standard Class,279.95,5,4,10,0,0,0.7299341958946856,High,Review before fulfilment
8650,CA-2016-164574,RH-19555,Ritsa Hightower,OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,North Carolina,Consumer,Standard Class,27.396,3,5,18,0,0,0.525763780364064,Medium,Monitor order
8939,CA-2015-134117,PG-18895,Paul Gonzalez,OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,California,Consumer,Second Class,16.4,5,2,35,0,0,0.0164910537291387,Low,Standard processing
5519,CA-2017-117667,MS-17980,Michael Stewart,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings,Pennsylvania,Corporate,Standard Class,54.768,2,5,6,0,0,0.9371258330115323,High,Review before fulfilment
3065,CA-2017-106859,BF-11215,Benjamin Farhat,OFF-ST-10000615,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage,New Mexico,Home Office,Second Class,90.8,8,5,64,0,0,0.5745201048070953,Medium,Monitor order
5784,CA-2015-155586,XP-21865,Xylona Preis,OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,California,Consumer,Second Class,36.44,4,4,28,0,0,0.013687290984773729,Low,Standard processing
8771,CA-2016-151148,PO-19180,Philisse Overcash,FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs,Colorado,Home Office,Same Day,83.136,4,1,40,0,0,0.01002913357744065,Low,Standard processing
1456,CA-2017-148474,ME-17320,Maria Etezadi,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,Georgia,Home Office,Standard Class,91.2,3,7,21,1,0,0.008039826936185308,Low,Standard processing
9300,US-2015-163433,MP-17965,Michael Paige,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,Texas,Corporate,Second Class,4.312,2,4,20,0,0,0.010141903871469448,Low,Standard processing
6246,CA-2015-112305,KB-16405,Katrina Bavinger,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,Washington,Home Office,Standard Class,22.14,3,5,15,0,0,0.011511229104861815,Low,Standard processing
5411,CA-2017-108854,DM-13345,Denise Monton,OFF-ST-10001837,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,Storage,California,Corporate,Standard Class,42.76,1,6,7,1,0,0.005421756824824116,Low,Standard processing
236,US-2017-100930,CS-12400,Christopher Schild,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,Technology,Accessories,Florida,Home Office,Standard Class,617.976,3,5,18,0,0,0.29914905524379587,Low,Standard processing
231,US-2014-156216,EA-14035,Erin Ashbrook,OFF-BI-10001679,GBC Instant Index System for Binding Systems,Office Supplies,Binders,North Carolina,Corporate,Standard Class,18.648,7,4,42,0,0,0.7601844975670048,High,Review before fulfilment
2879,CA-2016-152072,Dp-13240,Dean percer,OFF-AR-10001573,American Pencil,Office Supplies,Art,New Jersey,Home Office,Standard Class,4.66,2,4,6,0,0,0.011171605161246703,Low,Standard processing
9525,CA-2017-156958,PB-18805,Patrick Bzostek,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,Washington,Home Office,First Class,83.92,5,1,25,0,1,0.36669254449499245,Medium,Monitor order
907,CA-2017-143259,PO-18865,Patrick O'Donnell,FUR-BO-10003441,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,New York,Consumer,Standard Class,323.136,4,4,8,0,0,0.007200492831309694,Low,Standard processing
5609,CA-2015-168634,AF-10870,Art Ferguson,OFF-AP-10001626,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,California,Consumer,Standard Class,7.78,2,5,14,0,0,0.8222820081129742,High,Review before fulfilment
9801,CA-2015-128608,CS-12490,Cindy Schnelling,TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,Ohio,Corporate,Standard Class,107.118,3,5,21,0,0,0.857551429700488,High,Review before fulfilment
5909,US-2016-113985,KD-16495,Keith Dawkins,OFF-AP-10001303,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",Office Supplies,Appliances,California,Corporate,Standard Class,59.7,3,5,21,0,0,0.007951838689550276,Low,Standard processing
4829,CA-2014-152562,JO-15145,Jack O'Briant,OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Office Supplies,Art,Kentucky,Corporate,Standard Class,5.64,3,7,24,1,0,0.009767535702439047,Low,Standard processing
1884,CA-2016-118570,CC-12430,Chuck Clark,OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,Pennsylvania,Home Office,Standard Class,217.056,7,4,21,0,0,0.6167282703154123,High,Review before fulfilment
7861,CA-2017-152261,JA-15970,Joseph Airdo,OFF-BI-10002353,GBC VeloBind Cover Sets,Office Supplies,Binders,Ohio,Consumer,Standard Class,18.528,4,4,28,0,0,0.7238943950893499,High,Review before fulfilment
213,CA-2015-146262,VW-21775,Victoria Wilson,OFF-LA-10004544,Avery 505,Office Supplies,Labels,Ohio,Corporate,Standard Class,23.68,2,7,14,1,1,0.9115847428621383,High,Review before fulfilment
4785,CA-2015-104346,IM-15070,Irene Maddox,OFF-AR-10001473,Newell 313,Office Supplies,Art,Colorado,Consumer,Standard Class,13.12,5,5,50,0,0,0.00897614386148389,Low,Standard processing
654,CA-2017-140844,AR-10405,Allen Rosenblatt,TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,New York,Corporate,Standard Class,103.12,8,4,16,0,0,0.011435069951910787,Low,Standard processing
8150,CA-2014-167997,CA-11965,Carol Adams,OFF-BI-10001758,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders,South Dakota,Corporate,First Class,10.68,2,3,12,0,0,0.013284164903289519,Low,Standard processing
5247,CA-2016-156265,BF-11020,Barry Französisch,OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,California,Corporate,Second Class,12.544,2,2,14,0,0,0.9138735737302677,High,Review before fulfilment
6804,CA-2016-109827,LW-16825,Laurel Workman,FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs,Arizona,Corporate,Standard Class,47.968,2,7,14,1,0,0.7973521991980671,High,Review before fulfilment
9894,US-2016-115441,SH-19975,Sally Hughsby,FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,Wisconsin,Corporate,Second Class,403.56,4,3,20,0,0,0.7461661591525505,High,Review before fulfilment
8316,CA-2014-161508,PV-18985,Paul Van Hugh,OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,Art,Texas,Home Office,Standard Class,22.288,7,4,70,0,0,0.010760905794115715,Low,Standard processing
342,CA-2014-122336,JD-15895,Jonathan Doherty,OFF-BI-10003656,Fellowes PB200 Plastic Comb Binding Machine,Office Supplies,Binders,Pennsylvania,Corporate,Second Class,509.97,10,4,30,0,0,0.010218583550065085,Low,Standard processing
6276,US-2016-139087,DK-13375,Dennis Kane,FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",Furniture,Furnishings,Washington,Consumer,Second Class,24.75,5,5,25,0,0,0.007266781883434328,Low,Standard processing
4831,CA-2014-120278,MS-17365,Maribeth Schnelling,OFF-AP-10001293,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,Wisconsin,Consumer,Standard Class,245.88,6,5,30,0,0,0.5828605491847328,Medium,Monitor order
2012,CA-2015-155761,SC-20800,Stuart Calhoun,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,Texas,Consumer,Same Day,159.984,2,0,20,0,1,0.7815125303444833,High,Review before fulfilment
565,CA-2015-130736,JF-15490,Jeremy Farry,OFF-LA-10000634,Avery 509,Office Supplies,Labels,Washington,Consumer,First Class,2.61,1,2,5,0,0,0.005881372461673348,Low,Standard processing
982,CA-2014-163419,TZ-21580,Tracy Zic,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,Colorado,Consumer,Second Class,3.392,1,3,10,0,0,0.0052556324008483715,Low,Standard processing
8043,US-2017-133081,PV-18985,Paul Van Hugh,TEC-AC-10001772,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories,Massachusetts,Home Office,Standard Class,63.88,4,4,12,0,0,0.7475554573316879,High,Review before fulfilment
7112,CA-2016-109666,KM-16720,Kunst Miller,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,New York,Consumer,Standard Class,71.96,2,7,4,1,0,0.007350323105687296,Low,Standard processing
9939,CA-2016-169824,NS-18640,Noel Staavos,FUR-FU-10004864,Eldon 500 Class Desk Accessories,Furniture,Furnishings,New York,Corporate,Standard Class,60.35,5,5,10,0,0,0.4337315451586361,Medium,Monitor order
1937,CA-2015-141768,NP-18685,Nora Pelletier,FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings,California,Home Office,Second Class,14.73,3,2,21,0,0,0.01297247450044383,Low,Standard processing
3074,CA-2016-125206,LR-16915,Lena Radford,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,California,Consumer,First Class,114.46,2,2,14,0,0,0.013196586930649895,Low,Standard processing
1060,CA-2016-105284,MG-17650,Matthew Grinstein,OFF-FA-10001754,Stockwell Gold Paper Clips,Office Supplies,Fasteners,Pennsylvania,Home Office,Standard Class,4.416,3,7,9,1,0,0.011026816034924052,Low,Standard processing
4715,CA-2017-121643,AB-10105,Adrian Barton,TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Technology,Phones,Oregon,Consumer,First Class,344.704,2,2,12,0,0,0.7327809735815275,High,Review before fulfilment
374,US-2014-119137,AG-10900,Arthur Gainer,TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,Arizona,Consumer,Standard Class,1023.936,8,4,56,0,0,0.012046611547917615,Low,Standard processing
3990,CA-2014-122588,AR-10540,Andy Reiter,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,Rhode Island,Consumer,Second Class,52.96,2,2,14,0,0,0.014883770643932792,Low,Standard processing
2789,US-2014-117744,MD-17860,Michael Dominguez,OFF-AR-10000940,Newell 343,Office Supplies,Art,Texas,Corporate,Standard Class,16.464,7,4,70,0,0,0.6164600561346835,High,Review before fulfilment
2266,CA-2016-131065,AA-10375,Allen Armold,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders,Georgia,Consumer,Second Class,8.26,2,2,14,0,0,0.3522194209613718,Medium,Monitor order
1778,CA-2015-105347,DP-13000,Darren Powers,OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,California,Consumer,Standard Class,368.91,9,4,63,0,0,0.7205029211199074,High,Review before fulfilment
4386,US-2015-122784,RA-19915,Russell Applegate,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Furniture,Bookcases,Illinois,Consumer,Standard Class,913.43,5,7,20,1,0,0.009016298363236117,Low,Standard processing
1943,CA-2017-144064,CP-12085,Cathy Prescott,OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,Illinois,Corporate,First Class,27.44,2,3,8,0,1,0.009362326335751122,Low,Standard processing
3616,CA-2017-112529,SC-20770,Stewart Carmichael,OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,Texas,Corporate,First Class,31.776,4,2,40,0,0,0.010679245410746399,Low,Standard processing
4243,CA-2016-159142,ME-17320,Maria Etezadi,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,Technology,Phones,Virginia,Home Office,First Class,149.97,3,1,27,0,0,0.0056320863256597575,Low,Standard processing
1030,CA-2014-163552,LA-16780,Laura Armstrong,TEC-PH-10003885,Cisco SPA508G,Technology,Phones,New Jersey,Corporate,Standard Class,197.97,3,4,9,0,0,0.011359769632244431,Low,Standard processing
4634,CA-2015-130456,DS-13180,David Smith,FUR-BO-10003893,Sauder Camden County Collection Library,Furniture,Bookcases,California,Corporate,Standard Class,586.398,6,5,42,0,1,0.012106938437500318,Low,Standard processing
2281,CA-2017-142622,JK-15625,Jim Karlsson,FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,Washington,Consumer,First Class,614.272,8,3,40,0,0,0.005714380646492013,Low,Standard processing
