row_id,order_id,order_date,ship_date,delivery_duration,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,discount_value,profit,cogs,returned,shipping_cost_per_unit,is_returned,estimated_shipping_cost
31,US-2015-150630,2015-09-17,2015-09-21,4,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,3.264,2,0.2,-0.6528,1.1016,-1.5096,,3,0,6
32,US-2015-150630,2015-09-17,2015-09-21,4,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6,0.2,-17.2608,9.7092,-59.334,,3,0,18
33,US-2015-150630,2015-09-17,2015-09-21,4,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-4.8006,-5.715,-7.7724,,3,0,18
34,US-2015-150630,2015-09-17,2015-09-21,4,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,-3.152,3.546,-9.062,,3,0,6
35,CA-2017-107727,2017-10-19,2017-10-23,4,Second Class,MA-17560,Matt Abelman,Home Office,United States,Houston,Texas,77095,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,29.472,3,0.2,-5.8944,9.9468,-13.6308,,10,0,30
36,CA-2016-117590,2016-12-08,2016-12-10,2,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,TEC-PH-10004977,Technology,Phones,GE 30524EE4,1097.544,7,0.2,-219.5088,123.4737,-754.5615,,10,0,70
37,CA-2016-117590,2016-12-08,2016-12-10,2,First Class,GH-14485,Gene Hale,Corporate,United States,Richardson,Texas,75080,Central,FUR-FU-10003664,Furniture,Furnishings,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5,0.6,-114.552,-147.963,-224.331,,10,0,50
38,CA-2015-117415,2015-12-27,2015-12-31,4,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9,0.2,-22.6656,35.415,-55.2474,,10,0,90
39,CA-2015-117415,2015-12-27,2015-12-31,4,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3,0.32,-170.367744,-46.9764,-409.007856,,10,0,30
40,CA-2015-117415,2015-12-27,2015-12-31,4,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",212.058,3,0.3,-63.6174,-15.147,-163.5876,,10,0,30
41,CA-2015-117415,2015-12-27,2015-12-31,4,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,371.168,4,0.2,-74.2336,41.7564,-255.178,,10,0,40
42,CA-2017-120999,2017-09-10,2017-09-15,5,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Naperville,Illinois,60540,Central,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,147.168,4,0.2,-29.4336,16.5564,-101.178,,4,0,16
43,CA-2016-101343,2016-07-17,2016-07-22,5,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,0.0,3.894,-73.986,,7,0,14
44,CA-2017-139619,2017-09-19,2017-09-23,4,Standard Class,ES-14080,Erin Smith,Corporate,United States,Melbourne,Florida,32935,South,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2,0.2,-19.1232,9.5616,-66.9312,,6,0,12
45,CA-2016-118255,2016-03-11,2016-03-13,2,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2,0.0,0.0,19.7714,-26.2086,,10,0,20
46,CA-2016-118255,2016-03-11,2016-03-13,2,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2,0.0,0.0,8.2062,-9.2538,,10,0,20
47,CA-2014-146703,2014-10-20,2014-10-25,5,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,0.0,8.4784,-203.4816,,5,0,20
48,CA-2016-169194,2016-06-20,2016-06-25,5,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,0.0,4.95,-40.05,,5,0,15
49,CA-2016-169194,2016-06-20,2016-06-25,5,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,0.0,6.104,-15.696,,5,0,10
50,CA-2015-115742,2015-04-18,2015-04-22,4,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,0.0,17.9634,-20.2566,,2,0,12
51,CA-2015-115742,2015-04-18,2015-04-22,4,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,0.0,35.3346,-39.8454,,2,0,12
52,CA-2015-115742,2015-04-18,2015-04-22,4,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,0.0,2.9568,-3.2032,,2,0,4
53,CA-2015-115742,2015-04-18,2015-04-22,4,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,0.0,17.0981,-72.8919,,2,0,2
54,CA-2016-105816,2016-12-11,2016-12-17,6,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,15.26,7,0.0,0.0,6.2566,-9.0034,,2,0,14
55,CA-2016-105816,2016-12-11,2016-12-17,6,Standard Class,JM-15265,Janet Molinari,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,1029.95,5,0.0,0.0,298.6855,-731.2645,,2,0,10
56,CA-2016-111682,2016-06-17,2016-06-18,1,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,0.0,52.14,-156.42,Yes,2,1,12
57,CA-2016-111682,2016-06-17,2016-06-18,1,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,0.0,15.552,-16.848,Yes,2,1,10
58,CA-2016-111682,2016-06-17,2016-06-18,1,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,-31.941,7.098,-280.371,Yes,2,1,10
59,CA-2016-111682,2016-06-17,2016-06-18,1,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,0.0,6.9888,-7.5712,Yes,2,1,4
60,CA-2016-111682,2016-06-17,2016-06-18,1,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,0.0,3.3,-26.7,Yes,2,1,4
61,CA-2016-111682,2016-06-17,2016-06-18,1,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,-9.696,16.362,-22.422,Yes,2,1,8
62,CA-2016-111682,2016-06-17,2016-06-18,1,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.0,0.84,-0.84,Yes,2,1,2
63,CA-2015-135545,2015-11-24,2015-11-30,6,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,0.0,6.1512,-7.8288,,7,0,14
64,CA-2015-135545,2015-11-24,2015-11-30,6,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,-5.1648,9.3612,-11.298,,7,0,42
65,CA-2015-135545,2015-11-24,2015-11-30,6,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,0.0,68.9631,-77.7669,,7,0,21
66,CA-2015-135545,2015-11-24,2015-11-30,6,Standard Class,KM-16720,Kunst Miller,Consumer,United States,Los Angeles,California,90004,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,0.0,22.3328,-57.4272,,7,0,28
67,US-2015-164175,2015-04-30,2015-05-05,5,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",213.115,5,0.3,-63.9345,-15.2225,-164.403,,4,0,20
68,CA-2014-106376,2014-12-05,2014-12-10,5,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8,0.2,-222.6048,111.3024,-779.1168,,7,0,56
69,CA-2014-106376,2014-12-05,2014-12-10,5,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Gilbert,Arizona,85234,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,-33.5936,62.988,-71.3864,,7,0,28
70,CA-2016-119823,2016-06-04,2016-06-06,2,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,0.0,35.6636,-40.2164,,9,0,18
71,CA-2016-106075,2016-09-18,2016-09-23,5,Standard Class,HM-14980,Henry MacAllister,Consumer,United States,New York City,New York,10009,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,-0.9232,1.731,-1.9618,,2,0,2
72,CA-2017-114440,2017-09-14,2017-09-17,3,Second Class,TB-21520,Tracy Blumstein,Consumer,United States,Jackson,Michigan,49201,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,0.0,8.763,-10.287,,5,0,15
73,US-2015-134026,2015-04-26,2015-05-02,6,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-166.3872,-114.3912,-779.94,,4,0,32
74,US-2015-134026,2015-04-26,2015-05-02,6,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,-19.408,1.213,-76.419,,4,0,8
75,US-2015-134026,2015-04-26,2015-05-02,6,Standard Class,JE-15745,Joel Eaton,Consumer,United States,Memphis,Tennessee,38109,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-14.5568,-18.196,-76.4232,,4,0,4
76,US-2017-118038,2017-12-09,2017-12-11,2,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,1.248,3,0.8,-0.9984,-1.9344,-2.184,,10,0,30
77,US-2017-118038,2017-12-09,2017-12-11,2,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,FUR-FU-10000260,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",9.708,3,0.6,-5.8248,-5.8248,-9.708,,10,0,30
78,US-2017-118038,2017-12-09,2017-12-11,2,First Class,KB-16600,Ken Brennan,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3,0.2,-5.448,2.724,-19.068,,10,0,30
79,US-2014-147606,2014-11-26,2014-12-01,5,Second Class,JE-15745,Joel Eaton,Consumer,United States,Houston,Texas,77070,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-11.58,-14.475,-22.195,,10,0,50
80,CA-2016-127208,2016-06-12,2016-06-15,3,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1,0.0,0.0,56.2032,-151.9568,,10,0,10
81,CA-2016-127208,2016-06-12,2016-06-15,3,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3,0.0,0.0,8.0352,-8.7048,,10,0,30
82,CA-2014-139451,2014-10-12,2014-10-16,4,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,0.0,4.172,-10.728,,7,0,35
83,CA-2014-139451,2014-10-12,2014-10-16,4,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,0.0,6.2031,-15.1869,,7,0,7
84,CA-2015-149734,2015-09-03,2015-09-08,5,Standard Class,JC-16105,Julie Creighton,Corporate,United States,Durham,North Carolina,27707,South,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7,0.2,-40.1968,62.8075,-97.9797,,6,0,42
85,US-2017-119662,2017-11-13,2017-11-16,3,First Class,CS-12400,Christopher Schild,Home Office,United States,Chicago,Illinois,60623,Central,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,230.376,3,0.2,-46.0752,-48.9549,-233.2557,,4,0,12
86,CA-2017-140088,2017-05-28,2017-05-30,2,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Columbia,South Carolina,29203,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,0.0,33.2156,-268.7444,,10,0,20
87,CA-2017-155558,2017-10-26,2017-11-02,7,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,0.0,6.7966,-13.1934,,10,0,10
88,CA-2017-155558,2017-10-26,2017-11-02,7,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,0.0,2.9568,-3.2032,,10,0,20
89,CA-2016-159695,2016-04-05,2016-04-10,5,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,158.368,7,0.2,-31.6736,13.8572,-112.8372,,10,0,70
90,CA-2016-109806,2016-09-17,2016-09-22,5,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,20.1,3,0.0,0.0,6.633,-13.467,Yes,7,1,21
91,CA-2016-109806,2016-09-17,2016-09-22,5,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,73.584,2,0.2,-14.7168,8.2782,-50.589,Yes,7,1,14
92,CA-2016-109806,2016-09-17,2016-09-22,5,Standard Class,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,6.48,1,0.0,0.0,3.1104,-3.3696,Yes,7,1,7
93,CA-2015-149587,2015-01-31,2015-02-05,5,Second Class,KB-16315,Karl Braun,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,0.0,6.2208,-6.7392,,10,0,20
